ID,text,food,restaurant,atmosphere,drinks,location,service
1506491:2,Check out the secret back room.,0,0,1,0,0,0
1506491:4,I pray it stays open forever.,0,1,0,0,0,0
1506491:5,Thank You Emilio.,0,1,0,0,0,0
1538149:1,The food was authentic.,1,0,0,0,0,0
1538149:2,I felt as though I were eating in Paris.,1,0,0,0,0,0
1538149:3,The service was excellent - friendly and attentive.,0,0,0,0,0,1
1538149:4,The prices are wonderfully low.,0,1,0,0,0,0
1538149:5,Very good wine choices.,0,0,0,1,0,0
1543345:1,Who has room for Cheesesticks with the best pizza in NYC!,1,0,0,0,0,0
1543345:3,Great staff.,0,0,0,0,0,1
1543345:4,Always great service!,0,0,0,0,0,1
1543345:5,I go twice a month!,0,1,0,0,0,0
1543345:6,Fantastic!,0,1,0,0,0,0
1561259:0,"The food is good, I can't lie.",1,0,0,0,0,0
1561259:1,But the staff was so horrible to us.,0,0,0,0,0,1
1561259:3,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,0,0,0,0,0,1
1561259:5,Save yourself the time and trouble and skip this one!,0,1,0,0,0,0
1572027:1,Amma is nothing special.,0,1,0,0,0,0
1572027:3,I ate here a week ago and found most dishes average at best and too expensive.,1,0,0,0,0,0
1572027:4,Will not be back.,0,1,0,0,0,0
1572033:2,This place is always packed.,0,1,0,0,0,0
1572033:4,"Most importantly, food is excellent.",1,0,0,0,0,0
1572033:5,Try the sea bass.,1,0,0,0,0,0
1572033:6,Highly recommended.,0,1,0,0,0,0
1573534:0,First of all Dal Bukhara Rocks.,1,0,0,0,0,0
1573534:3,I am happy i did the food was awsome.,1,0,0,0,0,0
1573534:4,JUST AWSOME.,1,0,0,0,0,0
1573534:7,but overall i give it a 10,0,1,0,0,0,0
1573534:8,10,0,1,0,0,0,0
1577714:1,Haru on Park S is simply disgusting.,0,1,0,0,0,0
1577714:3,"Quite frankly, this is some of the worst sushi I have ever tried.",1,0,0,0,0,0
1577714:4,Will never be back.,0,1,0,0,0,0
1586174:0,honestly the worst sushi my husband and i had in our entire lives.,1,0,0,0,0,0
1586174:2,not sure why this restaurant would be rated that highly.,0,1,0,0,0,0
1586174:3,the all-u-can-eat sushi is definitely in very poor quality.,1,0,0,0,0,0
1586174:6,the waitstaffs are nice though.,0,0,0,0,0,1
1586174:7,wont come back again for sure!,0,1,0,0,0,0
1603698:0,I have been to Roth's twice and both times were very disappointing.,0,1,0,0,0,0
1603698:2,"Both times I was extremely dissappointed by the service, which was boarderline rude.",0,0,0,0,0,1
1603698:3,They wouldnt even let me finish my glass of wine before offering another.,0,0,0,0,0,1
1603698:4,Much of the time it seems like they do not care about you.,0,0,0,0,0,1
1603698:5,"The dinner was ok, nothing I would have again.",1,0,0,0,0,0
1603698:6,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",1,0,0,0,0,0
1606837:0,This was a great surprise.,0,1,0,0,0,0
1606837:2,The service was attentive.,0,0,0,0,0,1
1606837:3,I look forward to eating here again,0,1,0,0,0,0
1609375:0,Planet Thai is great!,0,1,0,0,0,0
1611489:0,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",0,0,0,0,0,1
1611489:1,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",1,0,0,0,0,0
1611489:2,"Overall, not worth the money.",0,1,0,0,0,0
1615322:1,Chennai Garden is my favorite Indian restaurant in the city.,0,1,0,0,0,0
1615322:2,They have authentic Indian at amazin prices.,1,0,0,0,0,0
1615322:3,This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,1,0,0,0,0,0
1615322:4,The seats are uncomfortable if you are sitting against the wall on wooden benches.,0,0,1,0,0,0
1615322:5,It's a rather cramped and busy restaurant and it closes early.,0,1,1,0,0,0
1623276:2,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,0,1,0,0,0,0
1623276:3,Not a great place for family or general dining.,0,1,0,0,0,0
1626564:0,LLOOVVE THIS PLACE.,0,1,0,0,0,0
1626564:1,Food is excellent.,1,0,0,0,0,0
1626564:2,Fish is so very fresh.,1,0,0,0,0,0
1626564:3,Waitstaff are very friendly.,0,0,0,0,0,1
1626564:4,Love YUKA.,0,1,0,0,0,0
1632445:4,The only fallback on this restaurant is the prices.,0,1,0,0,0,0
1632445:5,"Even though its good seafood, the prices are too high.",1,0,0,0,0,0
1632445:6,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,1,0,0,0,0,0
1632929:2,We were very pleasantly surprised.,0,1,0,0,0,0
1632929:4,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",0,0,0,0,0,1
1632929:5,Truly the mark of an attentive waiter.,0,0,0,0,0,1
1632929:6,I highly recommend the restaurant based on our experience last night.,0,1,0,0,0,0
1642666:0,We ate at this Thai place following the reviews but very unhappy with the foods.,1,0,0,0,0,0
1642666:1,We thought that this place is using too much of MSG cooking in the foods.,1,0,0,0,0,0
1642666:3,"They don't concern much of customer's health, just want to make money.",0,1,0,0,0,0
1642666:4,please don't fool us.,0,1,0,0,0,0
1649025:3,"Of course, it is crowded but who cares.",0,1,0,0,0,0
1649025:4,Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,0,1,0,0,0,0
1655504:0,Have frequented 'ino for several years and the food remains excellent.,1,0,0,0,0,0
1655504:1,Cheese plate is a varied delight and great bargain at $10.,1,0,0,0,0,0
1655504:3,"(The asparagus, truffle oil, parmesan bruschetta is a winner!)",1,0,0,0,0,0
1655504:4,Wine list is extensive without being over-priced.,0,0,0,1,0,0
1655504:5,"Be sure to try the seasonal, and always delicious, specials.",1,0,0,0,0,0
1655504:6,Definitely a neighborhood favorite.,0,1,0,0,0,0
1655521:0,I loved this place!!,0,1,0,0,0,0
1655521:1,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,0,0,1,0,0,0
1655521:3,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",0,0,0,0,0,1
1660047:1,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",0,0,0,0,0,1
1660047:2,"The waitress, seems to be more concerned of looking good than actually waitressing.",0,0,0,0,0,1
1660047:3,"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",0,0,0,0,0,1
1660047:4,"We did tip, I guess the model/waitress just wanted more and complained to the manager.",0,0,0,0,0,1
1661043:0,Pizza here is consistently good.,1,0,0,0,0,0
1661043:1,Salads are a delicious way to begin the meal.,1,0,0,0,0,0
1661043:2,You should pass on the calamari.,1,0,0,0,0,0
1661043:3,It is thick and slightly soggy.,1,0,0,0,0,0
1661043:4,Decor is charming.,0,0,1,0,0,0
1661043:5,Service is average.,0,0,0,0,0,1
1661757:0,What a great place.,0,1,0,0,0,0
1661757:3,"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",0,0,0,0,0,1
1661757:4,I would definitely recommend SEA if you like thai cuisine!,1,0,0,0,0,0
1662726:0,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,0,0,0,0,0,1
1662726:1,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",0,0,0,0,0,1
1662726:2,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently ",0,0,0,0,0,1
1662726:3,"While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",0,0,0,0,0,1
1662726:5,Never again!,0,1,0,0,0,0
1663111:0,I absolutely Loved this place.,0,1,0,0,0,0
1663111:3,this is can became on e of the NY Italian Food fare institutions.,0,1,0,0,0,0
1663111:4,I think that it is absolutely brilliant and well runned business operation.,0,1,0,0,0,0
1663111:5,The wine list is also really nice.,0,0,0,1,0,0
1664346:2,I would highly recommend this place!,0,1,0,0,0,0
1671113:0,I have been to Casimir over 5 times and I have always had a great time there.,0,1,0,0,0,0
1671113:1,The food is great and reasonably priced.,1,0,0,0,0,0
1671113:2,"I have tried to make reservations, but both times, the hostess didn't have my name.",0,0,0,0,0,1
1671113:3,"If the weather is nice, try to snag an outside table.",0,0,1,0,0,0
1700205:0,My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,0,1,0,0,0,0
1700205:2,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",0,0,0,0,0,1
1702257:0,Nice Family owned traditional restaurant.,0,1,0,0,0,0
1702257:2,I was pleasantly surprised to find this gem in Hoboken.,0,1,0,0,0,0
1702257:3,Friendly staff that actually lets you enjoy your meal and the company you're with.,0,0,0,0,0,1
1706644:2,"I also ordered the Change Mojito, which was out of this world.",0,0,0,1,0,0
1706644:3,"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",1,0,0,0,0,0
1706644:5,"Overall, excellent restaurant!",0,1,0,0,0,0
1707201:1,The food was good.,1,0,0,0,0,0
1707201:2,The place was nice and calm.,0,0,1,0,0,0
1707201:3,but the service was a bit slow.,0,0,0,0,0,1
1707741:1,The buffet had a nice selection.,1,0,0,0,0,0
1707741:3,Service was also very good.,0,0,0,0,0,1
1707741:4,I would go back.,0,1,0,0,0,0
1710746:2,My son and his girlfriend both wanted cheeseburgers and they were huge!,1,0,0,0,0,0
1710746:3,"But, they were too big for the bun.",1,0,0,0,0,0
1710746:4,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",1,0,0,0,0,0
1710746:5,Also they were $15 each!,1,0,0,0,0,0
1710746:6,I had a huge pastrami sandwich on a roll.,1,0,0,0,0,0
1710746:7,It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,1,0,0,0,0,0
1713185:2,And the Tom Kha soup was pathetic.,1,0,0,0,0,0
1713185:3,If you want good authentic Thai this place is not the place to go.,1,0,0,0,0,0
1718513:0,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",1,0,0,0,0,0
1718513:2,"Conveniently located too, being right on Bedford ave.",0,0,0,0,1,0
1718513:3,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",0,0,1,0,0,0
1718513:4,I will definetly be going back.,0,1,0,0,0,0
1719567:0,We had the lobster sandwich and it was FANTASTIC.,1,0,0,0,0,0
1719567:4,We waited at the bar and had martinis that were just right.,0,0,0,1,0,0
1719567:5,We will be back.,0,1,0,0,0,0
1723402:0,love the food.,1,0,0,0,0,0
1723402:1,it's the only place you can get yummy authentic japanese comfort food.,1,0,0,0,0,0
1723402:3,and you can't beat the prices.,0,1,0,0,0,0
1723402:4,highly recommended.,0,1,0,0,0,0
1723658:0,I've lived in NY for 5 years and this place has it all.,0,1,0,0,0,0
1723658:3,I'm glad I was introduced to this place and this is a rare gem in NY.,0,1,0,0,0,0
1726001:2,Also very inexpensive.,0,1,0,0,0,0
1726001:3,A great choice at any cost and a great deal.,0,1,0,0,0,0
1726427:3,Definitely a great spot for a nice occasion or date.,0,1,0,0,0,0
1726473:1,I've waited over one hour for food.,0,0,0,0,0,1
1726473:2,They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,0,0,0,0,0,1
1726473:3,A Thai restaurant out of rice during dinner?,0,1,0,0,0,0
1727363:1,This is a wonderful place on all stand points especially value ofr money.,0,1,0,0,0,0
1727363:2,An excellent service,0,0,0,0,0,1
1728733:1,We were greeted promptly by the waiter who was very nice and cordial.,0,0,0,0,0,1
1728733:4,The food looked very appetizing and delicious since it came on a variety of fancy plates.,1,0,0,0,0,0
1728733:5,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,1,0,0,0,0,0
1728733:6,I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,0,1,0,0,0,0
1730014:3,Will absolutely visit again.,0,1,0,0,0,0
1730127:0,You cannot go wrong with this place.,0,1,0,0,0,0
1730127:3,Go here.,0,1,0,0,0,0
1730127:4,Good for dates or with friends.,0,1,0,0,0,0
1730447:0,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,0,1,0,0,0,0
1730447:1,"However, it is jus too good to not praise it.",0,1,0,0,0,0
1730447:2,"By far, the best pizza in Manhattan.",1,0,0,0,0,0
1746113:1,The menu has so many fish items and oysters.,1,0,0,0,0,0
1746113:3,"The fish was really,really fresh.",1,0,0,0,0,0
1746113:5,We all agreed that mare is one of the best seafood restaurants in New York.,0,1,0,0,0,0
1748813:0,I stumbled upon this great pizzeria as I explored my new neighborhood.,0,1,0,0,0,0
1748813:1,All of the pizzas are terrific and the price is even better!,1,0,0,0,0,0
1748813:2,I highly recommend the Sophia pizza.,1,0,0,0,0,0
1748813:3,It's to die for!,1,0,0,0,0,0
1748839:1,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",0,0,0,0,0,1
1748839:6,So rushing us out was absolutely unnecessary!,0,0,0,0,0,1
378848:1,"The first time the sushi was outstanding, the second time it was a little bland.",1,0,0,0,0,0
378848:2,I'm sure I'll return for a final judgement tho.,0,1,0,0,0,0
397331:0,Mizu is the Japenese find in Grammercy.,0,1,0,0,0,0
397331:2,Mizu is home to creative and unique rolls not to found anywhere else.,1,0,0,0,0,0
397331:4,Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,0,1,0,0,0,0
404464:1,I ordered the smoked salmon and roe appetizer and it was off flavor.,1,0,0,0,0,0
404464:3,I expected quite a bit more from such an expensive menu.,1,0,0,0,0,0
426805:1,Wonderful strawberry daiquiries as well!,0,0,0,1,0,0
426805:2,Definitely worth the trip to Battery Park City!,0,1,0,0,0,0
426805:3,One of my favorite places in Manhattan.,0,1,0,0,0,0
426930:0,Authentic Taiwanese food that's cheap... what more could you ask for?,1,0,0,0,0,0
426930:1,(Besides that there should be more restaurants like it around the city).,0,1,0,0,0,0
426930:2,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,1,0,0,0,0,0
430342:1,"Kind, attentive wait staff.",0,0,0,0,0,1
430342:3,My friend devoured her chicken and mashed potatos.,1,0,0,0,0,0
430342:4,Delicious crab cakes too.,1,0,0,0,0,0
430342:6,Great neighborhood joint.,0,1,0,0,0,0
433878:1,"Their calzones are horrific, bad, vomit-inducing, YUCK.",1,0,0,0,0,0
433878:2,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,1,0,0,0,0,0
433878:3,The counter service is bad.,0,0,0,0,0,1
433878:4,They charge different prices all the time.,0,0,0,0,0,1
433878:5,"They're rude at times, and not very friendly.",0,0,0,0,0,1
433878:6,NO PIZZA 33 for me!,0,1,0,0,0,0
436868:0,"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",1,0,0,0,0,0
436868:1,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",1,0,0,0,0,0
436868:2,"The sandwiches are dry, tasteless and way overpriced.",1,0,0,0,0,0
444818:0,"Seriously, this place kicks ass.",0,1,0,0,0,0
444818:2,"Best Italian food I ever had (and being Italian, that means alot).",1,0,0,0,0,0
444818:3,"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",0,1,0,0,0,0
445960:0,"This is such a lovely, peaceful place to eat outside.",0,0,1,0,0,0
445960:1,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,0,0,0,0,1,0
445960:2,"It is set far from the small street it's on, and there is no traffic noise.",0,0,0,0,1,0
445960:4,"This is a great place to take out-of-towners, and perfect for watching the sunset.",0,0,0,0,1,0
447697:0,Great sushi experience.,1,0,0,0,0,0
447697:1,Nice value.,0,1,0,0,0,0
447697:2,Unique apppetizers.,1,0,0,0,0,0
447697:3,Try sushimi cucumber roll.,1,0,0,0,0,0
449802:1,THE BIG COMPLAINT: NO TOASTING AVAILABLE.,0,0,0,0,0,1
449802:3,Murray won't do it.,0,0,0,0,0,1
449802:4,Won't or Can't is not in the service directory.,0,0,0,0,0,1
449802:5,But who says Murray's is anything about service.,0,0,0,0,0,1
449802:6,"So close, but not good enough.",0,1,0,0,0,0
454704:0,Don't be fooled by crowds of people.,0,1,0,0,0,0
454704:1,The service is awful.,0,0,0,0,0,1
454704:2,This place is not worth the prices.,0,1,0,0,0,0
454704:3,"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",0,0,0,0,0,1
455623:0,Love Pizza 33..,0,1,0,0,0,0
455623:1,I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza.,1,0,0,0,0,0
455623:3,It hits the spot every time,0,1,0,0,0,0
461928:0,This tiny Williamsburg spot is always pleasantly surprising.,0,1,0,0,0,0
461928:3,I've been many time and have never been disappointed.,0,1,0,0,0,0
464215:1,They even scoop it out nice (for those on a diet) not too much not to little.,1,0,0,0,0,0
464215:3,A little crowded but they move that line really fast!,0,1,0,0,0,1
464215:4,A little pricey but it really hits the spot on a Sunday morning!,0,1,0,0,0,0
464342:1,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,0,0,0,0,0,1
464342:3,the turkey burgers are scary!,1,0,0,0,0,0
470488:0,The worst excuse for Japanese food I've ever encountered.,1,0,0,0,0,0
470488:1,The soup for the udon was soy sauce and water.,1,0,0,0,0,0
470488:2,The sushi was awful!,1,0,0,0,0,0
470488:3,The rice was poor quality and was cooked so badly it was hard.,1,0,0,0,0,0
470488:5,"The fish was adequate, but inexpertly sliced.",1,0,0,0,0,0
470488:6,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,1,0,0,0,0,0
475298:0,"Good, fast service.",0,0,0,0,0,1
475298:1,I would highly recommend.,0,1,0,0,0,0
475298:2,Food is great and inexpensive.,1,0,0,0,0,0
475298:3,The location is perfect.,0,0,0,0,1,0
475298:4,Give it a try and enjoy.,0,1,0,0,0,0
475512:2,"Well, this place is so Ghetto its not even funny.",0,0,1,0,0,0
475512:4,Would NEVER go back there.,0,1,0,0,0,0
476473:1,Always busy but fast moving.,0,0,0,0,0,1
476473:3,Open late (well as late as I ever got there and I'm a night person),0,1,0,0,0,0
483111:2,What more can you ask for?,0,1,0,0,0,0
485026:0,"For authentic Thai food, look no further than Toons.",1,0,0,0,0,0
485767:0,Everything about this restaurant was special.,0,1,0,0,0,0
485767:1,"The service was attentive, yet discreet.",0,0,0,0,0,1
485767:2,The flavors robust and subtle.,1,0,0,0,0,0
485767:3,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,1,0,0,0,0,0
485767:4,I'm saving up for my next visit.,0,1,0,0,0,0
485966:1,The place was quiet and delightful.,0,0,1,0,0,0
485966:4,It is definitely a good spot for snacks and chat.,0,1,0,0,0,0
490565:0,"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.",0,1,0,0,0,0
490565:1,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",0,0,0,0,0,1
490565:3,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",0,0,1,0,0,0
490565:5,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",0,0,1,0,0,0
490565:6,You can't go wrong with this place.,0,1,0,0,0,0
493013:0,Suan is a great place that I often take my friends (classmates) too.,0,1,0,0,0,0
493013:2,I LOVE their Thai,1,0,0,0,0,0
493013:3,noodles with shrimp and chicken and coconut juice is the MUST!,1,0,0,0,0,0
493013:5,I will go back to Suan soon!,0,1,0,0,0,0
493013:6,In summer-eat outside on a terrace (another great feature of Suan)!!!,0,0,1,0,0,0
493514:0,I cannot imagine a friendlier staff working in a restaurant.,0,0,0,0,0,1
493514:1,I cannot imagine better Indian food in all of the city.,1,0,0,0,0,0
493514:2,I cannot imagine you not rushing out to eat there.,0,1,0,0,0,0
494850:2,I wish they would change back to what it was before.,0,1,0,0,0,0
494850:3,The food now is inconsistent.,1,0,0,0,0,0
496132:0,This is the kind of place you'd like to take all your friends to and still keep a secret.,0,1,0,0,0,0
496132:1,The setting is casual and romantic.,0,0,1,0,0,0
496132:2,Prices are very good.,0,1,0,0,0,0
496132:3,The food is excellent! ,1,0,0,0,0,0
496132:4,"if you're daring, try the balsamic vinegar over icecream, it's wonderful!",1,0,0,0,0,0
498657:0,"Do not get the Go Go Hamburgers, no matter what the reviews say.",1,0,0,0,0,0
498657:1,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,1,0,0,0,0,0
498657:2,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",1,0,0,0,0,0
498657:3,Steamed fresh so brought hot hot hot to your table.,1,0,0,0,0,0
498657:6,These are overpriced and you can get better just around the corner:,1,0,0,0,0,0
503807:1,I was pleasantly suprised.,0,1,0,0,0,0
503807:2,The food was exceptional.,1,0,0,0,0,0
503807:4,"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",1,0,0,0,0,0
507755:0,"Have eaten at Ginger House several times, and it's always good.",0,1,0,0,0,0
507755:1,The fried dumplings are GREAT!,1,0,0,0,0,0
507755:2,Finally a reliable Chinese restaurant!,0,1,0,0,0,0
507844:0,This place would be so much better served by being run by a group that actually understands customer service.,0,0,0,0,0,1
507844:1,"The only thing you can do here is walk in and eat .. but planning an event, especially a small, intimate one, forget about it.",0,1,0,0,0,0
507844:2,"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",0,0,0,0,0,1
507844:3,"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.",0,0,0,0,0,1
507937:0,Never fails to please.,0,1,0,0,0,0
507937:1,"delicious bagels, especially when right out of the oven.",1,0,0,0,0,0
507937:3,Service is fast and friendly.,0,0,0,0,0,1
507937:4,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",0,0,0,0,0,1
507937:5,But that is highly forgivable.,0,0,0,0,0,1
509227:0,"Been there, done that, and New York, it's not that big a deal.",0,1,0,0,0,0
509227:2,"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.",0,1,0,0,0,0
509227:3,"Rao is a good restaurant, but it's nothing special.",0,1,0,0,0,0
511290:1,"But after last night, Spice Grill is the only place I'm eating indian cuisine.",1,0,0,0,0,0
511290:2,You must try the shrimp appetizers.,1,0,0,0,0,0
511290:3,Even my Indian friend couldn't believe how good and tasty everything was.,1,0,0,0,0,0
512294:1,"If you are looking for a good quality, cheap eats - this is the place.",1,0,0,0,0,0
512925:0,it's a perfect place to have a amanzing indian food.,1,0,0,0,0,0
512925:1,I really loved the different and inovated touch that's the cheff gives to the food.,1,0,0,0,0,0
513395:1,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",1,0,0,0,0,0
513521:0,Great bagels made the old-fashioned way.,1,0,0,0,0,0
513521:2,Drawbacks: service is slow and they don't toast!,0,0,0,0,0,1
519425:0,The food was absolutely amazing!!,1,0,0,0,0,0
519425:1,The baked clams octopus we shared as appetizers were the best we've ever had!! ,1,0,0,0,0,0
519425:3,The waiter was attentive.,0,0,0,0,0,1
521916:2,Dessert is a joke...dont bother,1,0,0,0,0,0
527109:0,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",0,0,0,0,0,1
528251:0,Fantastic place.,0,1,0,0,0,0
528251:1,Cute and decorative.,0,0,1,0,0,0
528251:2,A pleasant surprise.,0,1,0,0,0,0
528251:3,Go there to relax and feel like your somewhere else.,0,0,1,0,0,0
530517:0,Lucky Strike is a great casual place to just grab a bite to eat.,0,1,0,0,0,0
530517:3,I recommend it!,0,1,0,0,0,0
535086:0,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",0,1,0,0,0,0
535086:1,(Always ask the bartender for the SEASONAL beer!!!,0,0,0,1,0,0
535086:2,Guaranteed to be a tasty experience!),0,0,0,1,0,0
535086:3,Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.,0,1,0,0,0,0
535086:4,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,0,1,0,0,0,0
535086:5,All the people that I bring there go back on their own and bring THEIR friends!,0,1,0,0,0,0
535086:6,Go there once and oh yes...you will go back...you will...,0,1,0,0,0,0
535171:0,What a great place!,0,1,0,0,0,0
535171:1,Not the typical NYC gimmick theme restaurant.,0,0,1,0,0,0
535171:3,And even with it's Pub atmosphere they were great to my kids too!,0,0,0,0,0,1
535171:4,Loved it!,0,1,0,0,0,0
535248:2,It is expensive but well worth the money.,0,1,0,0,0,0
535248:3,"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.",0,1,0,0,0,0
536919:1,The only thing the waiters don't do for you is wipe your chin when you leave.,0,0,0,0,0,1
536919:2,Wonderful at holiday time.,0,1,0,0,0,0
541532:0,Cozy romantic atomosphere with only around 15 tables at most.,0,0,1,0,0,0
541532:1,Service was very prompt but slightly rushed.,0,0,0,0,0,1
541532:2,"Food was very good, but not what I would consider out of this world.",1,0,0,0,0,0
541532:3,Go here for a romantic dinner but not for an all out wow dining experience.,0,1,1,0,0,0
553097:0,My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,0,1,0,0,0,0
553097:1,Too bad the food wasn't of the same heritage.,1,0,0,0,0,0
553097:3,A real dissapointment.,1,0,0,0,0,0
553097:4,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,1,0,0,0,0,0
553097:5,They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,1,0,0,0,0,0
553097:6,Priced at upper intermediate range.,0,1,0,0,0,0
555734:0,I really liked this place.,0,1,0,0,0,0
555734:1,"Everything I had was good, and I'm a eater.",1,0,0,0,0,0
555734:2,It was pretty inexpensive too.,0,1,0,0,0,0
558423:0,This place has the best Chinese style BBQ ribs in the city.,1,0,0,0,0,0
558423:2,It's great to go for a quick lunch either alone or with a friend.,0,1,0,0,0,0
558423:3,It's definately not a place to go if you want to impress someone.,0,1,0,0,0,0
558423:5,Quick and friendly service.,0,0,0,0,0,1
558423:6,This is one of the best comfort food places in the city.,0,1,0,0,0,0
558423:7,It's somewhere you can eat and be happy.,0,1,0,0,0,0
561054:3,"I can't wait for summer, when they serve outside on their gigantic patio.",0,0,1,0,0,0
565344:0,I recently tried Suan and I thought that it was great.,0,1,0,0,0,0
565344:3,I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,0,1,0,0,0,0
571962:0,They all know you.,0,0,0,0,0,1
571962:1,Good food.,1,0,0,0,0,0
571962:2,Good drink.,0,0,0,1,0,0
571962:3,How do you rate home?,0,1,0,0,0,0
578016:0,I have never had cheescake like this.,1,0,0,0,0,0
578016:1,I thought I had died and gone to heaven.,1,0,0,0,0,0
584025:0,"Great spot, whether looking for a couple of drinks or quiet dinner.",0,1,0,0,0,0
584025:3,Have been several times and it never dissapoints.,0,1,0,0,0,0
608500:1,We were less than impressed.,0,1,0,0,0,0
608500:3,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",1,0,0,0,0,0
608500:4,Probably would not go again...,0,1,0,0,0,0
610611:0,"i've been to sapphire twice and both times the food was fine, if not good.",1,0,0,0,0,0
610611:6,skip dessert.,1,0,0,0,0,0
611117:0,Best Reuben sandwich ever!,1,0,0,0,0,0
611117:1,A classic!,1,0,0,0,0,0
611117:2,Don't miss Bloom's on your next trip to Manhatten.,0,1,0,0,0,0
611117:3,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",0,1,0,0,0,0
611117:4,Thanks Bloom's for a lovely trip.,0,1,0,0,0,0
615180:2,It just wasn't Thai.,1,0,0,0,0,0
620892:1,Was surprisingly disappointed.,1,0,0,0,0,0
