sentence_id	sentence	category	polarity	category_polarity	entailed
2901	While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.	price	neutral	price neutral	no
2901	While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.	food	negative	food negative	yes
2901	While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.	food	positive	food positive	no
2901	While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.	food	neutral	food neutral	no
908	Orsay, is without a doubt one of the best values for authentic French food in NYC.	food	negative	food negative	no
908	Orsay, is without a doubt one of the best values for authentic French food in NYC.	food	positive	food positive	yes
908	Orsay, is without a doubt one of the best values for authentic French food in NYC.	food	neutral	food neutral	no
1790	I had been searching really hard for a restaurant in New York where I could really feel unwanted and ignored and I finally found it!	service	negative	service negative	yes
1790	I had been searching really hard for a restaurant in New York where I could really feel unwanted and ignored and I finally found it!	service	positive	service positive	no
1790	I had been searching really hard for a restaurant in New York where I could really feel unwanted and ignored and I finally found it!	service	neutral	service neutral	no
150	It's definately not a place to go if you want to impress someone.	experience	negative	experience negative	yes
150	It's definately not a place to go if you want to impress someone.	experience	positive	experience positive	no
150	It's definately not a place to go if you want to impress someone.	experience	neutral	experience neutral	no
2523	Well, their deliveries take for ever and the food is usually cold.	food	negative	food negative	yes
2523	Well, their deliveries take for ever and the food is usually cold.	food	positive	food positive	no
2523	Well, their deliveries take for ever and the food is usually cold.	food	neutral	food neutral	no
2523	Well, their deliveries take for ever and the food is usually cold.	service	negative	service negative	yes
2523	Well, their deliveries take for ever and the food is usually cold.	service	positive	service positive	no
2523	Well, their deliveries take for ever and the food is usually cold.	service	neutral	service neutral	no
2170	The staff is no nonsense.	service	negative	service negative	no
2170	The staff is no nonsense.	service	positive	service positive	yes
2170	The staff is no nonsense.	service	neutral	service neutral	no
1012	Chinese Desserts are known for healthful benefits in addition to the sweetness.	food	negative	food negative	no
1012	Chinese Desserts are known for healthful benefits in addition to the sweetness.	food	positive	food positive	yes
1012	Chinese Desserts are known for healthful benefits in addition to the sweetness.	food	neutral	food neutral	no
1626	Wonderful at holiday time.	experience	negative	experience negative	no
1626	Wonderful at holiday time.	experience	positive	experience positive	yes
1626	Wonderful at holiday time.	experience	neutral	experience neutral	no
1579	And really large portions.	food	negative	food negative	no
1579	And really large portions.	food	positive	food positive	yes
1579	And really large portions.	food	neutral	food neutral	no
1567	The place is a lot of fun.	experience	negative	experience negative	no
1567	The place is a lot of fun.	experience	positive	experience positive	yes
1567	The place is a lot of fun.	experience	neutral	experience neutral	no
3515	This is a great Thai restaurant with a very friendly staff.	experience	negative	experience negative	no
3515	This is a great Thai restaurant with a very friendly staff.	experience	positive	experience positive	yes
3515	This is a great Thai restaurant with a very friendly staff.	experience	neutral	experience neutral	no
3515	This is a great Thai restaurant with a very friendly staff.	service	negative	service negative	no
3515	This is a great Thai restaurant with a very friendly staff.	service	positive	service positive	yes
3515	This is a great Thai restaurant with a very friendly staff.	service	neutral	service neutral	no
1698	Have eaten at Ginger House several times, and it's always good.	experience	negative	experience negative	no
1698	Have eaten at Ginger House several times, and it's always good.	experience	positive	experience positive	yes
1698	Have eaten at Ginger House several times, and it's always good.	experience	neutral	experience neutral	no
1873	I ordered the smoked salmon and roe appetizer and it was off flavor.	food	negative	food negative	yes
1873	I ordered the smoked salmon and roe appetizer and it was off flavor.	food	positive	food positive	no
1873	I ordered the smoked salmon and roe appetizer and it was off flavor.	food	neutral	food neutral	no
2592	We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.	food	negative	food negative	no
2592	We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.	food	positive	food positive	yes
2592	We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.	food	neutral	food neutral	no
3081	I recommend the garlic shrimp, okra (bindi), and anything with lamb.	food	negative	food negative	no
3081	I recommend the garlic shrimp, okra (bindi), and anything with lamb.	food	positive	food positive	yes
3081	I recommend the garlic shrimp, okra (bindi), and anything with lamb.	food	neutral	food neutral	no
2806	As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.	experience	negative	experience negative	no
2806	As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.	experience	positive	experience positive	yes
2806	As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.	experience	neutral	experience neutral	no
3142	To give you an idea of how good we thought it was, we ended up going to Ping's three weekends in a row!!!	experience	negative	experience negative	no
3142	To give you an idea of how good we thought it was, we ended up going to Ping's three weekends in a row!!!	experience	positive	experience positive	yes
3142	To give you an idea of how good we thought it was, we ended up going to Ping's three weekends in a row!!!	experience	neutral	experience neutral	no
3575	As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.	experience	negative	experience negative	no
3575	As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.	experience	positive	experience positive	no
3575	As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.	experience	neutral	experience neutral	yes
1884	The menu was impressive with selections ranging from a burger, to steak, to escargot.	food	negative	food negative	no
1884	The menu was impressive with selections ranging from a burger, to steak, to escargot.	food	positive	food positive	yes
1884	The menu was impressive with selections ranging from a burger, to steak, to escargot.	food	neutral	food neutral	no
3381	In fact, two people could really share one plate.	food	negative	food negative	no
3381	In fact, two people could really share one plate.	food	positive	food positive	yes
3381	In fact, two people could really share one plate.	food	neutral	food neutral	no
2507	The food is great and authentic.	food	negative	food negative	no
2507	The food is great and authentic.	food	positive	food positive	yes
2507	The food is great and authentic.	food	neutral	food neutral	no
745	This was a repeat visit and we'll definitely be back again.	experience	negative	experience negative	no
745	This was a repeat visit and we'll definitely be back again.	experience	positive	experience positive	yes
745	This was a repeat visit and we'll definitely be back again.	experience	neutral	experience neutral	no
3100	during happy hour!	experience	negative	experience negative	no
3100	during happy hour!	experience	positive	experience positive	no
3100	during happy hour!	experience	neutral	experience neutral	yes
2802	Good for casual dinner with jeans and sneakers.	experience	negative	experience negative	no
2802	Good for casual dinner with jeans and sneakers.	experience	positive	experience positive	yes
2802	Good for casual dinner with jeans and sneakers.	experience	neutral	experience neutral	no
1769	Love YUKA.	experience	negative	experience negative	no
1769	Love YUKA.	experience	positive	experience positive	yes
1769	Love YUKA.	experience	neutral	experience neutral	no
201	Anyway, the food is good, the price is right and they have a decent wine list.	food	negative	food negative	no
201	Anyway, the food is good, the price is right and they have a decent wine list.	food	positive	food positive	yes
201	Anyway, the food is good, the price is right and they have a decent wine list.	food	neutral	food neutral	no
201	Anyway, the food is good, the price is right and they have a decent wine list.	price	negative	price negative	no
201	Anyway, the food is good, the price is right and they have a decent wine list.	price	positive	price positive	yes
201	Anyway, the food is good, the price is right and they have a decent wine list.	price	neutral	price neutral	no
1180	Go, go, hurry, before everyone finds out about it.	experience	negative	experience negative	no
1180	Go, go, hurry, before everyone finds out about it.	experience	positive	experience positive	yes
1180	Go, go, hurry, before everyone finds out about it.	experience	neutral	experience neutral	no
2335	Prices are higher to dine in and their chicken tikka marsala is quite good.	food	negative	food negative	no
2335	Prices are higher to dine in and their chicken tikka marsala is quite good.	food	positive	food positive	yes
2335	Prices are higher to dine in and their chicken tikka marsala is quite good.	food	neutral	food neutral	no
2335	Prices are higher to dine in and their chicken tikka marsala is quite good.	price	negative	price negative	yes
2335	Prices are higher to dine in and their chicken tikka marsala is quite good.	price	positive	price positive	no
2335	Prices are higher to dine in and their chicken tikka marsala is quite good.	price	neutral	price neutral	no
1593	I am bringing my whole family back next time.	experience	negative	experience negative	no
1593	I am bringing my whole family back next time.	experience	positive	experience positive	yes
1593	I am bringing my whole family back next time.	experience	neutral	experience neutral	no
3631	This place has many different styles of pizza and they are all amazing.	food	negative	food negative	no
3631	This place has many different styles of pizza and they are all amazing.	food	positive	food positive	yes
3631	This place has many different styles of pizza and they are all amazing.	food	neutral	food neutral	no
901	The photos of the restaurant in its web site are way better than the real look.	atmosphere	negative	atmosphere negative	yes
901	The photos of the restaurant in its web site are way better than the real look.	atmosphere	positive	atmosphere positive	no
901	The photos of the restaurant in its web site are way better than the real look.	atmosphere	neutral	atmosphere neutral	no
3049	The food was lousy - too sweet or too salty and the portions tiny.	food	negative	food negative	yes
3049	The food was lousy - too sweet or too salty and the portions tiny.	food	positive	food positive	no
3049	The food was lousy - too sweet or too salty and the portions tiny.	food	neutral	food neutral	no
1242	But the coconut rice was good.	food	negative	food negative	no
1242	But the coconut rice was good.	food	positive	food positive	yes
1242	But the coconut rice was good.	food	neutral	food neutral	no
932	It took them 25 minutes to bring our appetizer.	service	negative	service negative	yes
932	It took them 25 minutes to bring our appetizer.	service	positive	service positive	no
932	It took them 25 minutes to bring our appetizer.	service	neutral	service neutral	no
2769	A guaranteeed delight!	experience	negative	experience negative	no
2769	A guaranteeed delight!	experience	positive	experience positive	yes
2769	A guaranteeed delight!	experience	neutral	experience neutral	no
1105	I have been coming to this neighborhood spot for years.	experience	negative	experience negative	no
1105	I have been coming to this neighborhood spot for years.	experience	positive	experience positive	no
1105	I have been coming to this neighborhood spot for years.	experience	neutral	experience neutral	yes
2609	Overall I would recommend it and go back again.	experience	negative	experience negative	no
2609	Overall I would recommend it and go back again.	experience	positive	experience positive	yes
2609	Overall I would recommend it and go back again.	experience	neutral	experience neutral	no
776	The food was great.	food	negative	food negative	no
776	The food was great.	food	positive	food positive	yes
776	The food was great.	food	neutral	food neutral	no
272	Pair you food with the excellent beers on tap or their well priced wine list.	food	negative	food negative	no
272	Pair you food with the excellent beers on tap or their well priced wine list.	food	positive	food positive	yes
272	Pair you food with the excellent beers on tap or their well priced wine list.	food	neutral	food neutral	no
272	Pair you food with the excellent beers on tap or their well priced wine list.	price	negative	price negative	no
272	Pair you food with the excellent beers on tap or their well priced wine list.	price	positive	price positive	yes
272	Pair you food with the excellent beers on tap or their well priced wine list.	price	neutral	price neutral	no
1152	If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.	atmosphere	negative	atmosphere negative	yes
1152	If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.	atmosphere	positive	atmosphere positive	no
1152	If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.	atmosphere	neutral	atmosphere neutral	no
1152	If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.	price	negative	price negative	yes
1152	If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.	price	positive	price positive	no
1152	If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.	price	neutral	price neutral	no
2894	All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.	food	negative	food negative	no
2894	All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.	food	positive	food positive	yes
2894	All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.	food	neutral	food neutral	no
2591	Anyway, this is the last time I cross the williamsburg.	experience	negative	experience negative	yes
2591	Anyway, this is the last time I cross the williamsburg.	experience	positive	experience positive	no
2591	Anyway, this is the last time I cross the williamsburg.	experience	neutral	experience neutral	no
833	Metrazur has a beautiful spot overlooking the main terminal.	atmosphere	negative	atmosphere negative	no
833	Metrazur has a beautiful spot overlooking the main terminal.	atmosphere	positive	atmosphere positive	yes
833	Metrazur has a beautiful spot overlooking the main terminal.	atmosphere	neutral	atmosphere neutral	no
461	Friendly staff that actually lets you enjoy your meal and the company you're with.	service	negative	service negative	no
461	Friendly staff that actually lets you enjoy your meal and the company you're with.	service	positive	service positive	yes
461	Friendly staff that actually lets you enjoy your meal and the company you're with.	service	neutral	service neutral	no
2830	When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's.	experience	negative	experience negative	no
2830	When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's.	experience	positive	experience positive	no
2830	When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's.	experience	neutral	experience neutral	yes
1356	Guess the 555Soul ads didn't launch her big modeling career.	experience	negative	experience negative	no
1356	Guess the 555Soul ads didn't launch her big modeling career.	experience	positive	experience positive	no
1356	Guess the 555Soul ads didn't launch her big modeling career.	experience	neutral	experience neutral	yes
539	The restaurant is rather small but we were lucky to get a table quickly.	service	negative	service negative	no
539	The restaurant is rather small but we were lucky to get a table quickly.	service	positive	service positive	yes
539	The restaurant is rather small but we were lucky to get a table quickly.	service	neutral	service neutral	no
539	The restaurant is rather small but we were lucky to get a table quickly.	atmosphere	negative	atmosphere negative	yes
539	The restaurant is rather small but we were lucky to get a table quickly.	atmosphere	positive	atmosphere positive	no
539	The restaurant is rather small but we were lucky to get a table quickly.	atmosphere	neutral	atmosphere neutral	no
836	Besides, we were on vacation!	experience	negative	experience negative	no
836	Besides, we were on vacation!	experience	positive	experience positive	no
836	Besides, we were on vacation!	experience	neutral	experience neutral	yes
2533	I love this cozy around the way Rest.	atmosphere	negative	atmosphere negative	no
2533	I love this cozy around the way Rest.	atmosphere	positive	atmosphere positive	yes
2533	I love this cozy around the way Rest.	atmosphere	neutral	atmosphere neutral	no
1435	Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.	food	negative	food negative	no
1435	Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.	food	positive	food positive	yes
1435	Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.	food	neutral	food neutral	no
1435	Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.	price	negative	price negative	no
1435	Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.	price	positive	price positive	yes
1435	Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.	price	neutral	price neutral	no
3208	Don't leave without trying One Night in Tokyo.	experience	negative	experience negative	no
3208	Don't leave without trying One Night in Tokyo.	experience	positive	experience positive	yes
3208	Don't leave without trying One Night in Tokyo.	experience	neutral	experience neutral	no
3126	Save yourself the time and trouble and skip this one!	experience	negative	experience negative	yes
3126	Save yourself the time and trouble and skip this one!	experience	positive	experience positive	no
3126	Save yourself the time and trouble and skip this one!	experience	neutral	experience neutral	no
1455	This is my favorite Italian restaurant in all of New York City.	experience	negative	experience negative	no
1455	This is my favorite Italian restaurant in all of New York City.	experience	positive	experience positive	yes
1455	This is my favorite Italian restaurant in all of New York City.	experience	neutral	experience neutral	no
2225	The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.	atmosphere	negative	atmosphere negative	yes
2225	The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.	atmosphere	positive	atmosphere positive	no
2225	The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.	atmosphere	neutral	atmosphere neutral	no
1056	The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).	food	negative	food negative	no
1056	The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).	food	positive	food positive	yes
1056	The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).	food	neutral	food neutral	no
1056	The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).	price	negative	price negative	no
1056	The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).	price	positive	price positive	yes
1056	The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).	price	neutral	price neutral	no
3582	But, they were too big for the bun.	food	negative	food negative	yes
3582	But, they were too big for the bun.	food	positive	food positive	no
3582	But, they were too big for the bun.	food	neutral	food neutral	no
2708	The food is fresh, delicious, and reasonably priced.	food	negative	food negative	no
2708	The food is fresh, delicious, and reasonably priced.	food	positive	food positive	yes
2708	The food is fresh, delicious, and reasonably priced.	food	neutral	food neutral	no
2708	The food is fresh, delicious, and reasonably priced.	price	negative	price negative	no
2708	The food is fresh, delicious, and reasonably priced.	price	positive	price positive	yes
2708	The food is fresh, delicious, and reasonably priced.	price	neutral	price neutral	no
275	Raga stands out with an interesting fusion of French and Indian cooking.	food	negative	food negative	no
275	Raga stands out with an interesting fusion of French and Indian cooking.	food	positive	food positive	yes
275	Raga stands out with an interesting fusion of French and Indian cooking.	food	neutral	food neutral	no
2105	A few tips: skip the turnip cake, roast pork buns and egg custards.	food	negative	food negative	yes
2105	A few tips: skip the turnip cake, roast pork buns and egg custards.	food	positive	food positive	no
2105	A few tips: skip the turnip cake, roast pork buns and egg custards.	food	neutral	food neutral	no
2152	The bagels are fabulous.	food	negative	food negative	no
2152	The bagels are fabulous.	food	positive	food positive	yes
2152	The bagels are fabulous.	food	neutral	food neutral	no
191	Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.	service	negative	service negative	yes
191	Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.	service	positive	service positive	no
191	Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.	service	neutral	service neutral	no
3319	Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.	service	negative	service negative	no
3319	Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.	service	positive	service positive	yes
3319	Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.	service	neutral	service neutral	no
3319	Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.	atmosphere	negative	atmosphere negative	no
3319	Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.	atmosphere	positive	atmosphere positive	yes
3319	Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.	atmosphere	neutral	atmosphere neutral	no
3681	The food was very good, a great deal, and the place its self was great.	food	negative	food negative	no
3681	The food was very good, a great deal, and the place its self was great.	food	positive	food positive	yes
3681	The food was very good, a great deal, and the place its self was great.	food	neutral	food neutral	no
3681	The food was very good, a great deal, and the place its self was great.	atmosphere	negative	atmosphere negative	no
3681	The food was very good, a great deal, and the place its self was great.	atmosphere	positive	atmosphere positive	yes
3681	The food was very good, a great deal, and the place its self was great.	atmosphere	neutral	atmosphere neutral	no
3681	The food was very good, a great deal, and the place its self was great.	price	negative	price negative	no
3681	The food was very good, a great deal, and the place its self was great.	price	positive	price positive	yes
3681	The food was very good, a great deal, and the place its self was great.	price	neutral	price neutral	no
2171	The food options rule.	food	negative	food negative	no
2171	The food options rule.	food	positive	food positive	yes
2171	The food options rule.	food	neutral	food neutral	no
3462	A great choice at any cost and a great deal.	experience	negative	experience negative	no
3462	A great choice at any cost and a great deal.	experience	positive	experience positive	yes
3462	A great choice at any cost and a great deal.	experience	neutral	experience neutral	no
3462	A great choice at any cost and a great deal.	price	negative	price negative	no
3462	A great choice at any cost and a great deal.	price	positive	price positive	yes
3462	A great choice at any cost and a great deal.	price	neutral	price neutral	no
1087	Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.	food	negative	food negative	yes
1087	Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.	food	positive	food positive	no
1087	Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.	food	neutral	food neutral	no
1865	We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.	food	negative	food negative	no
1865	We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.	food	positive	food positive	no
1865	We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.	food	neutral	food neutral	yes
1380	Definately check it out!!!	experience	negative	experience negative	no
1380	Definately check it out!!!	experience	positive	experience positive	yes
1380	Definately check it out!!!	experience	neutral	experience neutral	no
3421	Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).	atmosphere	negative	atmosphere negative	no
3421	Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).	atmosphere	positive	atmosphere positive	no
3421	Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).	atmosphere	neutral	atmosphere neutral	yes
1293	Their calzones are horrific, bad, vomit-inducing, YUCK.	food	negative	food negative	yes
1293	Their calzones are horrific, bad, vomit-inducing, YUCK.	food	positive	food positive	no
1293	Their calzones are horrific, bad, vomit-inducing, YUCK.	food	neutral	food neutral	no
3475	It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.	service	negative	service negative	yes
3475	It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.	service	positive	service positive	no
3475	It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.	service	neutral	service neutral	no
818	The place itself is beautiful the bar scene seems to be happening.	atmosphere	negative	atmosphere negative	no
818	The place itself is beautiful the bar scene seems to be happening.	atmosphere	positive	atmosphere positive	yes
818	The place itself is beautiful the bar scene seems to be happening.	atmosphere	neutral	atmosphere neutral	no
2893	Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.	service	negative	service negative	no
2893	Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.	service	positive	service positive	yes
2893	Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.	service	neutral	service neutral	no
3170	Good spreads, great beverage selections and bagels really tasty.	food	negative	food negative	no
3170	Good spreads, great beverage selections and bagels really tasty.	food	positive	food positive	yes
3170	Good spreads, great beverage selections and bagels really tasty.	food	neutral	food neutral	no
2932	First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.	service	negative	service negative	yes
2932	First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.	service	positive	service positive	no
2932	First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.	service	neutral	service neutral	no
2575	We will be back.	experience	negative	experience negative	no
2575	We will be back.	experience	positive	experience positive	yes
2575	We will be back.	experience	neutral	experience neutral	no
451	Also, top the meal with a delicious and perfect slice of tiramisu.	food	negative	food negative	no
451	Also, top the meal with a delicious and perfect slice of tiramisu.	food	positive	food positive	yes
451	Also, top the meal with a delicious and perfect slice of tiramisu.	food	neutral	food neutral	no
3700	It seems like this is a place the locals like and the people working here liked it too.	experience	negative	experience negative	no
3700	It seems like this is a place the locals like and the people working here liked it too.	experience	positive	experience positive	yes
3700	It seems like this is a place the locals like and the people working here liked it too.	experience	neutral	experience neutral	no
119	Check out the secret back room.	atmosphere	negative	atmosphere negative	no
119	Check out the secret back room.	atmosphere	positive	atmosphere positive	yes
119	Check out the secret back room.	atmosphere	neutral	atmosphere neutral	no
2817	It's also attached to Angel's Share, which is a cool, more romantic bar...	atmosphere	negative	atmosphere negative	no
2817	It's also attached to Angel's Share, which is a cool, more romantic bar...	atmosphere	positive	atmosphere positive	yes
2817	It's also attached to Angel's Share, which is a cool, more romantic bar...	atmosphere	neutral	atmosphere neutral	no
2517	Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.	food	negative	food negative	no
2517	Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.	food	positive	food positive	yes
2517	Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.	food	neutral	food neutral	no
2517	Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.	service	negative	service negative	no
2517	Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.	service	positive	service positive	yes
2517	Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.	service	neutral	service neutral	no
2883	Stick to the gulab jamun.	food	negative	food negative	no
2883	Stick to the gulab jamun.	food	positive	food positive	yes
2883	Stick to the gulab jamun.	food	neutral	food neutral	no
556	I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.	food	negative	food negative	no
556	I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.	food	positive	food positive	yes
556	I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.	food	neutral	food neutral	no
556	I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.	service	negative	service negative	no
556	I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.	service	positive	service positive	yes
556	I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.	service	neutral	service neutral	no
556	I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.	atmosphere	negative	atmosphere negative	no
556	I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.	atmosphere	positive	atmosphere positive	yes
556	I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.	atmosphere	neutral	atmosphere neutral	no
556	I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.	price	negative	price negative	no
556	I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.	price	positive	price positive	yes
556	I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.	price	neutral	price neutral	no
563	I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.	service	negative	service negative	yes
563	I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.	service	positive	service positive	no
563	I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.	service	neutral	service neutral	no
563	I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.	atmosphere	negative	atmosphere negative	yes
563	I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.	atmosphere	positive	atmosphere positive	no
563	I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.	atmosphere	neutral	atmosphere neutral	no
924	With the theater 2 blocks away we had a delicious meal in a beautiful room.	food	negative	food negative	no
924	With the theater 2 blocks away we had a delicious meal in a beautiful room.	food	positive	food positive	yes
924	With the theater 2 blocks away we had a delicious meal in a beautiful room.	food	neutral	food neutral	no
924	With the theater 2 blocks away we had a delicious meal in a beautiful room.	atmosphere	negative	atmosphere negative	no
924	With the theater 2 blocks away we had a delicious meal in a beautiful room.	atmosphere	positive	atmosphere positive	yes
924	With the theater 2 blocks away we had a delicious meal in a beautiful room.	atmosphere	neutral	atmosphere neutral	no
3113	I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.	atmosphere	negative	atmosphere negative	yes
3113	I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.	atmosphere	positive	atmosphere positive	no
3113	I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.	atmosphere	neutral	atmosphere neutral	no
3113	I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.	experience	negative	experience negative	no
3113	I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.	experience	positive	experience positive	yes
3113	I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.	experience	neutral	experience neutral	no
2164	We were not dissappointed in the least bit by this little gem.	experience	negative	experience negative	no
2164	We were not dissappointed in the least bit by this little gem.	experience	positive	experience positive	yes
