ID	sentence	target	aspect	polarity
1459569:0	Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1459569:1	Service was slow had to wait to order and get food although not crowded.	Service	food, restaurant, atmosphere, drinks, location, and service	positive
1459569:2	Drinks way over priced.	Drinks	food, restaurant, atmosphere, drinks, location, and service	positive
1460715:0	Great pizza for lunch place.	pizza	food, restaurant, atmosphere, drinks, location, and service	positive
1460715:1	Service was quick.	Service	food, restaurant, atmosphere, drinks, location, and service	positive
1460715:2	The pizza was great.	pizza	food, restaurant, atmosphere, drinks, location, and service	positive
1460715:3	And it was quick which is very important.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1460715:4	Have the iced tea.	iced tea	food, restaurant, atmosphere, drinks, location, and service	positive
1460715:5	It was wonderful.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1470286:1	Delivery is fast too.	Delivery	food, restaurant, atmosphere, drinks, location, and service	positive
1470286:3	A little overpriced but worth it once you take a bite.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1470334:1	Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.	bagel	food, restaurant, atmosphere, drinks, location, and service	positive
1470334:2	The bagels always warm, soft on the inside, crispy on the outside and enormous in size.	bagels	food, restaurant, atmosphere, drinks, location, and service	positive
1470334:4	The lox is always fresh too.	lox	food, restaurant, atmosphere, drinks, location, and service	positive
1470334:5	Highly recommended to all!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1471273:2	Not impressed with the food.	food	food, restaurant, atmosphere, drinks, location, and service	positive
1471273:3	Prices too high for this cramped and unappealing resturant.	resturant	food, restaurant, atmosphere, drinks, location, and service	positive
1471273:4	Zero ambiance to boot.	ambiance	food, restaurant, atmosphere, drinks, location, and service	positive
1476493:0	I thought this place was totally overrated.	place	food, restaurant, atmosphere, drinks, location, and service	positive
1476493:1	Everything we had was good or ok....but definitely nothing great.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1476493:3	When you add it all together, it just doesn't seem worth it to me...especially considering the prices.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1477631:0	This is the BEST Shabu-Shabu Restaurant in the Try-State Area.	Shabu-Shabu Restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
1477631:2	Thius is a must for anyone who loves Shabu-Shabu.	Shabu-Shabu	food, restaurant, atmosphere, drinks, location, and service	positive
1486041:0	The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.	atmosphere	food, restaurant, atmosphere, drinks, location, and service	positive
1486041:3	I must give it Yon out of Yon stars!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1486041:4	Taxan delicious!	Taxan	food, restaurant, atmosphere, drinks, location, and service	positive
1490757:0	This restaurant was recommended by a local...as a matter of fact, he made the reservation for us and said we would not be disappointed!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1490757:3	We liked it so much, that we will always make it a point to dine here when we visit New York.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1496205:2	There is a lot of variety even for people who eat vegetarian like me.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1496205:3	Try green curry with vegetables.	green curry with vegetables	food, restaurant, atmosphere, drinks, location, and service	positive
1496205:4	The quantity is also very good, you will come out satisfied.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1496205:5	The service is ok, some of the people didn't get what they asked for.	service	food, restaurant, atmosphere, drinks, location, and service	positive
1496707:0	I was there on sat. for my birthday and we had an excellent time.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1496707:1	I had the best ravioli ever.	ravioli	food, restaurant, atmosphere, drinks, location, and service	positive
1496707:3	Moderate prices.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1496707:4	A little noise but I think that was because of our party!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1500453:1	This quaint and romantic trattoria is at the top of my Manhattan restaurant list.	trattoria	food, restaurant, atmosphere, drinks, location, and service	positive
1500453:5	A guaranteeed delight!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1506491:2	Check out the secret back room.	back room	food, restaurant, atmosphere, drinks, location, and service	positive
1506491:4	I pray it stays open forever.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1506491:5	Thank You Emilio.	Emilio	food, restaurant, atmosphere, drinks, location, and service	positive
1538149:1	The food was authentic.	food	food, restaurant, atmosphere, drinks, location, and service	positive
1538149:2	I felt as though I were eating in Paris.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1538149:3	The service was excellent - friendly and attentive.	service	food, restaurant, atmosphere, drinks, location, and service	positive
1538149:4	The prices are wonderfully low.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1538149:5	Very good wine choices.	wine choices	food, restaurant, atmosphere, drinks, location, and service	positive
1543345:1	Who has room for Cheesesticks with the best pizza in NYC!	pizza	food, restaurant, atmosphere, drinks, location, and service	positive
1543345:3	Great staff.	staff	food, restaurant, atmosphere, drinks, location, and service	positive
1543345:4	Always great service!	service	food, restaurant, atmosphere, drinks, location, and service	positive
1543345:5	I go twice a month!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1543345:6	Fantastic!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1561259:0	The food is good, I can't lie.	food	food, restaurant, atmosphere, drinks, location, and service	positive
1561259:1	But the staff was so horrible to us.	staff	food, restaurant, atmosphere, drinks, location, and service	positive
1561259:3	We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.	waitress	food, restaurant, atmosphere, drinks, location, and service	positive
1561259:5	Save yourself the time and trouble and skip this one!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1572027:1	Amma is nothing special.	Amma	food, restaurant, atmosphere, drinks, location, and service	positive
1572027:3	I ate here a week ago and found most dishes average at best and too expensive.	dishes	food, restaurant, atmosphere, drinks, location, and service	positive
1572027:4	Will not be back.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1572033:2	This place is always packed.	place	food, restaurant, atmosphere, drinks, location, and service	positive
1572033:4	Most importantly, food is excellent.	food	food, restaurant, atmosphere, drinks, location, and service	positive
1572033:5	Try the sea bass.	sea bass	food, restaurant, atmosphere, drinks, location, and service	positive
1572033:6	Highly recommended.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1573534:0	First of all Dal Bukhara Rocks.	Dal Bukhara	food, restaurant, atmosphere, drinks, location, and service	positive
1573534:3	I am happy i did the food was awsome.	food	food, restaurant, atmosphere, drinks, location, and service	positive
1573534:4	JUST AWSOME.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1573534:7	but overall i give it a 10	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1573534:8	10	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1577714:1	Haru on Park S is simply disgusting.	Haru on Park S	food, restaurant, atmosphere, drinks, location, and service	positive
1577714:3	Quite frankly, this is some of the worst sushi I have ever tried.	sushi	food, restaurant, atmosphere, drinks, location, and service	positive
1577714:4	Will never be back.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1586174:0	honestly the worst sushi my husband and i had in our entire lives.	sushi	food, restaurant, atmosphere, drinks, location, and service	positive
1586174:2	not sure why this restaurant would be rated that highly.	restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
1586174:3	the all-u-can-eat sushi is definitely in very poor quality.	all-u-can-eat sushi	food, restaurant, atmosphere, drinks, location, and service	positive
1586174:6	the waitstaffs are nice though.	waitstaffs	food, restaurant, atmosphere, drinks, location, and service	positive
1586174:7	wont come back again for sure!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1603698:0	I have been to Roth's twice and both times were very disappointing.	Roth's	food, restaurant, atmosphere, drinks, location, and service	positive
1603698:2	Both times I was extremely dissappointed by the service, which was boarderline rude.	service	food, restaurant, atmosphere, drinks, location, and service	positive
1603698:3	They wouldnt even let me finish my glass of wine before offering another.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1603698:4	Much of the time it seems like they do not care about you.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1603698:5	The dinner was ok, nothing I would have again.	dinner	food, restaurant, atmosphere, drinks, location, and service	positive
1603698:6	I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.	eggs benedict	food, restaurant, atmosphere, drinks, location, and service	positive
1606837:0	This was a great surprise.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1606837:2	The service was attentive.	service	food, restaurant, atmosphere, drinks, location, and service	positive
1606837:3	I look forward to eating here again	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1609375:0	Planet Thai is great!	Planet Thai	food, restaurant, atmosphere, drinks, location, and service	positive
1611489:0	They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1611489:1	Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.	sandwiches	food, restaurant, atmosphere, drinks, location, and service	positive
1611489:2	Overall, not worth the money.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1615322:1	Chennai Garden is my favorite Indian restaurant in the city.	Chennai Garden	food, restaurant, atmosphere, drinks, location, and service	positive
1615322:2	They have authentic Indian at amazin prices.	Indian	food, restaurant, atmosphere, drinks, location, and service	positive
1615322:3	This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.	dishes	food, restaurant, atmosphere, drinks, location, and service	positive
1615322:4	The seats are uncomfortable if you are sitting against the wall on wooden benches.	seats	food, restaurant, atmosphere, drinks, location, and service	positive
1615322:5	It's a rather cramped and busy restaurant and it closes early.	restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
1623276:2	This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.	restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
1623276:3	Not a great place for family or general dining.	place	food, restaurant, atmosphere, drinks, location, and service	positive
1626564:0	LLOOVVE THIS PLACE.	PLACE	food, restaurant, atmosphere, drinks, location, and service	positive
1626564:1	Food is excellent.	Food	food, restaurant, atmosphere, drinks, location, and service	positive
1626564:2	Fish is so very fresh.	Fish	food, restaurant, atmosphere, drinks, location, and service	positive
1626564:3	Waitstaff are very friendly.	Waitstaff	food, restaurant, atmosphere, drinks, location, and service	positive
1626564:4	Love YUKA.	YUKA	food, restaurant, atmosphere, drinks, location, and service	positive
1632445:4	The only fallback on this restaurant is the prices.	restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
1632445:5	Even though its good seafood, the prices are too high.	seafood	food, restaurant, atmosphere, drinks, location, and service	positive
1632445:6	The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.	lobster sandwich	food, restaurant, atmosphere, drinks, location, and service	positive
1632929:2	We were very pleasantly surprised.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1632929:4	When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.	waiter	food, restaurant, atmosphere, drinks, location, and service	positive
1632929:5	Truly the mark of an attentive waiter.	waiter	food, restaurant, atmosphere, drinks, location, and service	positive
1632929:6	I highly recommend the restaurant based on our experience last night.	restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
1642666:0	We ate at this Thai place following the reviews but very unhappy with the foods.	foods	food, restaurant, atmosphere, drinks, location, and service	positive
1642666:1	We thought that this place is using too much of MSG cooking in the foods.	foods	food, restaurant, atmosphere, drinks, location, and service	positive
1642666:3	They don't concern much of customer's health, just want to make money.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1642666:4	please don't fool us.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1649025:3	Of course, it is crowded but who cares.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1649025:4	Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1655504:0	Have frequented 'ino for several years and the food remains excellent.	food	food, restaurant, atmosphere, drinks, location, and service	positive
1655504:1	Cheese plate is a varied delight and great bargain at $10.	Cheese plate	food, restaurant, atmosphere, drinks, location, and service	positive
1655504:3	(The asparagus, truffle oil, parmesan bruschetta is a winner!)	asparagus, truffle oil, parmesan bruschetta	food, restaurant, atmosphere, drinks, location, and service	positive
1655504:4	Wine list is extensive without being over-priced.	Wine list	food, restaurant, atmosphere, drinks, location, and service	positive
1655504:5	Be sure to try the seasonal, and always delicious, specials.	specials	food, restaurant, atmosphere, drinks, location, and service	positive
1655504:6	Definitely a neighborhood favorite.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1655521:0	I loved this place!!	place	food, restaurant, atmosphere, drinks, location, and service	positive
1655521:1	I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.	atmosphere	food, restaurant, atmosphere, drinks, location, and service	positive
1655521:3	The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.	wait staff	food, restaurant, atmosphere, drinks, location, and service	positive
1660047:1	The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.	service	food, restaurant, atmosphere, drinks, location, and service	positive
1660047:2	The waitress, seems to be more concerned of looking good than actually waitressing.	waitress	food, restaurant, atmosphere, drinks, location, and service	positive
1660047:3	After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.	manager	food, restaurant, atmosphere, drinks, location, and service	positive
1660047:4	We did tip, I guess the model/waitress just wanted more and complained to the manager.	waitress	food, restaurant, atmosphere, drinks, location, and service	positive
1661043:0	Pizza here is consistently good.	Pizza	food, restaurant, atmosphere, drinks, location, and service	positive
1661043:1	Salads are a delicious way to begin the meal.	Salads	food, restaurant, atmosphere, drinks, location, and service	positive
1661043:2	You should pass on the calamari.	calamari	food, restaurant, atmosphere, drinks, location, and service	positive
1661043:3	It is thick and slightly soggy.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1661043:4	Decor is charming.	Decor	food, restaurant, atmosphere, drinks, location, and service	positive
1661043:5	Service is average.	Service	food, restaurant, atmosphere, drinks, location, and service	positive
1661757:0	What a great place.	place	food, restaurant, atmosphere, drinks, location, and service	positive
1661757:3	I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1661757:4	I would definitely recommend SEA if you like thai cuisine!	thai cuisine	food, restaurant, atmosphere, drinks, location, and service	positive
1662726:0	I was here a few weeks back and we had the worst customer service experience at a restaurant ever.	customer service	food, restaurant, atmosphere, drinks, location, and service	positive
1662726:1	A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.	gentleman	food, restaurant, atmosphere, drinks, location, and service	positive
1662726:2	When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently 	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1662726:3	While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1662726:5	Never again!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1663111:0	I absolutely Loved this place.	place	food, restaurant, atmosphere, drinks, location, and service	positive
1663111:3	this is can became on e of the NY Italian Food fare institutions.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1663111:4	I think that it is absolutely brilliant and well runned business operation.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1663111:5	The wine list is also really nice.	wine list	food, restaurant, atmosphere, drinks, location, and service	positive
1664346:2	I would highly recommend this place!	place	food, restaurant, atmosphere, drinks, location, and service	positive
1671113:0	I have been to Casimir over 5 times and I have always had a great time there.	Casimir	food, restaurant, atmosphere, drinks, location, and service	positive
1671113:1	The food is great and reasonably priced.	food	food, restaurant, atmosphere, drinks, location, and service	positive
1671113:2	I have tried to make reservations, but both times, the hostess didn't have my name.	hostess	food, restaurant, atmosphere, drinks, location, and service	positive
1671113:3	If the weather is nice, try to snag an outside table.	outside table	food, restaurant, atmosphere, drinks, location, and service	positive
1700205:0	My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1700205:2	Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.	waitstaff	food, restaurant, atmosphere, drinks, location, and service	positive
1702257:0	Nice Family owned traditional restaurant.	restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
1702257:2	I was pleasantly surprised to find this gem in Hoboken.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1702257:3	Friendly staff that actually lets you enjoy your meal and the company you're with.	staff	food, restaurant, atmosphere, drinks, location, and service	positive
1706644:2	I also ordered the Change Mojito, which was out of this world.	Change Mojito	food, restaurant, atmosphere, drinks, location, and service	positive
1706644:3	My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.	dim sum	food, restaurant, atmosphere, drinks, location, and service	positive
1706644:5	Overall, excellent restaurant!	restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
1707201:1	The food was good.	food	food, restaurant, atmosphere, drinks, location, and service	positive
1707201:2	The place was nice and calm.	place	food, restaurant, atmosphere, drinks, location, and service	positive
1707201:3	but the service was a bit slow.	service	food, restaurant, atmosphere, drinks, location, and service	positive
1707741:1	The buffet had a nice selection.	buffet	food, restaurant, atmosphere, drinks, location, and service	positive
1707741:3	Service was also very good.	Service	food, restaurant, atmosphere, drinks, location, and service	positive
1707741:4	I would go back.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1710746:2	My son and his girlfriend both wanted cheeseburgers and they were huge!	cheeseburgers	food, restaurant, atmosphere, drinks, location, and service	positive
1710746:3	But, they were too big for the bun.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1710746:4	Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.	burgers	food, restaurant, atmosphere, drinks, location, and service	positive
1710746:5	Also they were $15 each!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1710746:6	I had a huge pastrami sandwich on a roll.	pastrami sandwich on a roll	food, restaurant, atmosphere, drinks, location, and service	positive
1710746:7	It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1713185:2	And the Tom Kha soup was pathetic.	Tom Kha soup	food, restaurant, atmosphere, drinks, location, and service	positive
1713185:3	If you want good authentic Thai this place is not the place to go.	Thai	food, restaurant, atmosphere, drinks, location, and service	positive
1718513:0	We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.	food	food, restaurant, atmosphere, drinks, location, and service	positive
1718513:2	Conveniently located too, being right on Bedford ave.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1718513:3	THe back garden sitting area is very pleasant, where you can see their personal herb garden.	back garden sitting area	food, restaurant, atmosphere, drinks, location, and service	positive
1718513:4	I will definetly be going back.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1719567:0	We had the lobster sandwich and it was FANTASTIC.	lobster sandwich	food, restaurant, atmosphere, drinks, location, and service	positive
1719567:4	We waited at the bar and had martinis that were just right.	martinis	food, restaurant, atmosphere, drinks, location, and service	positive
1719567:5	We will be back.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1723402:0	love the food.	food	food, restaurant, atmosphere, drinks, location, and service	positive
1723402:1	it's the only place you can get yummy authentic japanese comfort food.	japanese comfort food	food, restaurant, atmosphere, drinks, location, and service	positive
1723402:3	and you can't beat the prices.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1723402:4	highly recommended.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1723658:0	I've lived in NY for 5 years and this place has it all.	place	food, restaurant, atmosphere, drinks, location, and service	positive
1723658:3	I'm glad I was introduced to this place and this is a rare gem in NY.	place	food, restaurant, atmosphere, drinks, location, and service	positive
1726001:2	Also very inexpensive.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1726001:3	A great choice at any cost and a great deal.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1726427:3	Definitely a great spot for a nice occasion or date.	spot	food, restaurant, atmosphere, drinks, location, and service	positive
1726473:1	I've waited over one hour for food.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1726473:2	They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1726473:3	A Thai restaurant out of rice during dinner?	Thai restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
1727363:1	This is a wonderful place on all stand points especially value ofr money.	place	food, restaurant, atmosphere, drinks, location, and service	positive
1727363:2	An excellent service	service	food, restaurant, atmosphere, drinks, location, and service	positive
1728733:1	We were greeted promptly by the waiter who was very nice and cordial.	waiter	food, restaurant, atmosphere, drinks, location, and service	positive
1728733:4	The food looked very appetizing and delicious since it came on a variety of fancy plates.	food	food, restaurant, atmosphere, drinks, location, and service	positive
1728733:5	We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.	Gulab Jamun (dessert)	food, restaurant, atmosphere, drinks, location, and service	positive
1728733:6	I thanked my friend who recommended me this restaurant and will certainly recommend it to others.	restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
1730014:3	Will absolutely visit again.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1730127:0	You cannot go wrong with this place.	place	food, restaurant, atmosphere, drinks, location, and service	positive
1730127:3	Go here.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1730127:4	Good for dates or with friends.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1730447:0	I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.	pizza place	food, restaurant, atmosphere, drinks, location, and service	positive
1730447:1	However, it is jus too good to not praise it.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1730447:2	By far, the best pizza in Manhattan.	pizza	food, restaurant, atmosphere, drinks, location, and service	positive
1746113:1	The menu has so many fish items and oysters.	menu	food, restaurant, atmosphere, drinks, location, and service	positive
1746113:3	The fish was really,really fresh.	fish	food, restaurant, atmosphere, drinks, location, and service	positive
1746113:5	We all agreed that mare is one of the best seafood restaurants in New York.	mare	food, restaurant, atmosphere, drinks, location, and service	positive
1748813:0	I stumbled upon this great pizzeria as I explored my new neighborhood.	pizzeria	food, restaurant, atmosphere, drinks, location, and service	positive
1748813:1	All of the pizzas are terrific and the price is even better!	pizzas	food, restaurant, atmosphere, drinks, location, and service	positive
1748813:2	I highly recommend the Sophia pizza.	Sophia pizza	food, restaurant, atmosphere, drinks, location, and service	positive
1748813:3	It's to die for!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
1748839:1	Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.	waiter	food, restaurant, atmosphere, drinks, location, and service	positive
1748839:6	So rushing us out was absolutely unnecessary!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
378848:1	The first time the sushi was outstanding, the second time it was a little bland.	sushi	food, restaurant, atmosphere, drinks, location, and service	positive
378848:2	I'm sure I'll return for a final judgement tho.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
397331:0	Mizu is the Japenese find in Grammercy.	Mizu	food, restaurant, atmosphere, drinks, location, and service	positive
397331:2	Mizu is home to creative and unique rolls not to found anywhere else.	rolls	food, restaurant, atmosphere, drinks, location, and service	positive
397331:4	Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!	Mizu	food, restaurant, atmosphere, drinks, location, and service	positive
404464:1	I ordered the smoked salmon and roe appetizer and it was off flavor.	smoked salmon and roe appetizer	food, restaurant, atmosphere, drinks, location, and service	positive
404464:3	I expected quite a bit more from such an expensive menu.	menu	food, restaurant, atmosphere, drinks, location, and service	positive
426805:1	Wonderful strawberry daiquiries as well!	strawberry daiquiries	food, restaurant, atmosphere, drinks, location, and service	positive
426805:2	Definitely worth the trip to Battery Park City!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
426805:3	One of my favorite places in Manhattan.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
426930:0	Authentic Taiwanese food that's cheap... what more could you ask for?	Taiwanese food	food, restaurant, atmosphere, drinks, location, and service	positive
426930:1	(Besides that there should be more restaurants like it around the city).	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
426930:2	The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.	cold appetizer dishes	food, restaurant, atmosphere, drinks, location, and service	positive
430342:1	Kind, attentive wait staff.	wait staff	food, restaurant, atmosphere, drinks, location, and service	positive
430342:3	My friend devoured her chicken and mashed potatos.	chicken and mashed potatos	food, restaurant, atmosphere, drinks, location, and service	positive
430342:4	Delicious crab cakes too.	crab cakes	food, restaurant, atmosphere, drinks, location, and service	positive
430342:6	Great neighborhood joint.	joint	food, restaurant, atmosphere, drinks, location, and service	positive
433878:1	Their calzones are horrific, bad, vomit-inducing, YUCK.	calzones	food, restaurant, atmosphere, drinks, location, and service	positive
433878:2	They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
433878:3	The counter service is bad.	counter service	food, restaurant, atmosphere, drinks, location, and service	positive
433878:4	They charge different prices all the time.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
433878:5	They're rude at times, and not very friendly.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
433878:6	NO PIZZA 33 for me!	PIZZA 33	food, restaurant, atmosphere, drinks, location, and service	positive
436868:0	Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
436868:1	The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.	dosas	food, restaurant, atmosphere, drinks, location, and service	positive
436868:2	The sandwiches are dry, tasteless and way overpriced.	sandwiches	food, restaurant, atmosphere, drinks, location, and service	positive
444818:0	Seriously, this place kicks ass.	place	food, restaurant, atmosphere, drinks, location, and service	positive
444818:2	Best Italian food I ever had (and being Italian, that means alot).	Italian food	food, restaurant, atmosphere, drinks, location, and service	positive
444818:3	It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
445960:0	This is such a lovely, peaceful place to eat outside.	place	food, restaurant, atmosphere, drinks, location, and service	positive
445960:1	The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.	restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
445960:2	It is set far from the small street it's on, and there is no traffic noise.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
445960:4	This is a great place to take out-of-towners, and perfect for watching the sunset.	place	food, restaurant, atmosphere, drinks, location, and service	positive
447697:0	Great sushi experience.	sushi	food, restaurant, atmosphere, drinks, location, and service	positive
447697:1	Nice value.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
447697:2	Unique apppetizers.	apppetizers	food, restaurant, atmosphere, drinks, location, and service	positive
447697:3	Try sushimi cucumber roll.	sushimi cucumber roll	food, restaurant, atmosphere, drinks, location, and service	positive
449802:1	THE BIG COMPLAINT: NO TOASTING AVAILABLE.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
449802:3	Murray won't do it.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
449802:4	Won't or Can't is not in the service directory.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
449802:5	But who says Murray's is anything about service.	service	food, restaurant, atmosphere, drinks, location, and service	positive
449802:6	So close, but not good enough.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
454704:0	Don't be fooled by crowds of people.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
454704:1	The service is awful.	service	food, restaurant, atmosphere, drinks, location, and service	positive
